question_text,user_id,response
3. How old are you?,2ce7d88f-52d9-434c-bfe8-030840d019ac,Round
1. What are you looking for?,2ce7d88f-52d9-434c-bfe8-030840d019ac,Women's Styles
2. What's your fit?,2ce7d88f-52d9-434c-bfe8-030840d019ac,Wide
4. Which colors do you like?,2ce7d88f-52d9-434c-bfe8-030840d019ac,Tortoise
5. When was your last eye exam?,2e311be8-8de0-4c56-a705-60829d364610,1-3 Years
2. What's your fit?,2e311be8-8de0-4c56-a705-60829d364610,Narrow
1. What are you looking for?,2e311be8-8de0-4c56-a705-60829d364610,Men's Styles
4. Which colors do you like?,2e311be8-8de0-4c56-a705-60829d364610,Tortoise
3. How old are you?,2e311be8-8de0-4c56-a705-60829d364610,Rectangular
4. Which colors do you like?,2f25eece-d63a-4f79-935a-6026cd169fe1,Crystal
3. How old are you?,2f25eece-d63a-4f79-935a-6026cd169fe1,Square
1. What are you looking for?,2f25eece-d63a-4f79-935a-6026cd169fe1,Women's Styles
5. When was your last eye exam?,2f25eece-d63a-4f79-935a-6026cd169fe1,3+ Years
2. What's your fit?,2f25eece-d63a-4f79-935a-6026cd169fe1,Medium
1. What are you looking for?,2f2669fb-b2da-4177-9e58-04a0add66163,Men's Styles
2. What's your fit?,2f2669fb-b2da-4177-9e58-04a0add66163,Narrow
1. What are you looking for?,3034cb4e-f42e-4998-bdbc-3a257cb27d66,Women's Styles
2. What's your fit?,3034cb4e-f42e-4998-bdbc-3a257cb27d66,I'm not sure. Let's skip it.
2. What's your fit?,306bdb20-5170-479c-b01a-2e86b1c0e0f9,Narrow
1. What are you looking for?,306bdb20-5170-479c-b01a-2e86b1c0e0f9,Men's Styles
1. What are you looking for?,31a55889-5521-414d-a508-afd9fa605200,Men's Styles
2. What's your fit?,31a55889-5521-414d-a508-afd9fa605200,I'm not sure. Let's skip it.
3. How old are you?,31d6411f-8013-4f98-a6ad-8ccc597c65ba,Square
1. What are you looking for?,31d6411f-8013-4f98-a6ad-8ccc597c65ba,Women's Styles
2. What's your fit?,31d6411f-8013-4f98-a6ad-8ccc597c65ba,Medium
4. Which colors do you like?,31d6411f-8013-4f98-a6ad-8ccc597c65ba,Tortoise
2. What's your fit?,31e9f102-7676-45a2-8619-2c963d4a28d8,Wide
5. When was your last eye exam?,31e9f102-7676-45a2-8619-2c963d4a28d8,<1 Year
4. Which colors do you like?,31e9f102-7676-45a2-8619-2c963d4a28d8,Black
3. How old are you?,31e9f102-7676-45a2-8619-2c963d4a28d8,Square
1. What are you looking for?,31e9f102-7676-45a2-8619-2c963d4a28d8,Men's Styles
5. When was your last eye exam?,32c09c9b-f919-47b9-b409-5257ff42d5d4,3+ Years
4. Which colors do you like?,32c09c9b-f919-47b9-b409-5257ff42d5d4,Tortoise
3. How old are you?,32c09c9b-f919-47b9-b409-5257ff42d5d4,Square
1. What are you looking for?,32c09c9b-f919-47b9-b409-5257ff42d5d4,Women's Styles
2. What's your fit?,32c09c9b-f919-47b9-b409-5257ff42d5d4,Wide
3. How old are you?,334f6157-a768-4aa9-909a-c3039bccd9d0,Rectangular
4. Which colors do you like?,334f6157-a768-4aa9-909a-c3039bccd9d0,Neutral
1. What are you looking for?,334f6157-a768-4aa9-909a-c3039bccd9d0,I'm not sure. Let's skip it.
2. What's your fit?,334f6157-a768-4aa9-909a-c3039bccd9d0,Narrow
3. How old are you?,33bb3b16-69f5-4af2-a033-ffa22f34f61e,Rectangular
2. What's your fit?,33bb3b16-69f5-4af2-a033-ffa22f34f61e,I'm not sure. Let's skip it.
1. What are you looking for?,33bb3b16-69f5-4af2-a033-ffa22f34f61e,Men's Styles
5. When was your last eye exam?,33e74f48-9b62-4ffc-b40a-7ed0e277277c,Not Sure. Let's Skip It
2. What's your fit?,33e74f48-9b62-4ffc-b40a-7ed0e277277c,Narrow
3. How old are you?,33e74f48-9b62-4ffc-b40a-7ed0e277277c,Square
1. What are you looking for?,33e74f48-9b62-4ffc-b40a-7ed0e277277c,Men's Styles
4. Which colors do you like?,33e74f48-9b62-4ffc-b40a-7ed0e277277c,Tortoise
1. What are you looking for?,347fc503-77d7-4d92-8566-ec9102607ecf,Men's Styles
4. Which colors do you like?,347fc503-77d7-4d92-8566-ec9102607ecf,Crystal
5. When was your last eye exam?,347fc503-77d7-4d92-8566-ec9102607ecf,<1 Year
2. What's your fit?,347fc503-77d7-4d92-8566-ec9102607ecf,Medium
3. How old are you?,347fc503-77d7-4d92-8566-ec9102607ecf,Rectangular
3. How old are you?,34a9c1a7-06fe-42c6-bde2-03e8526a0d52,Rectangular
2. What's your fit?,34a9c1a7-06fe-42c6-bde2-03e8526a0d52,I'm not sure. Let's skip it.
4. Which colors do you like?,34a9c1a7-06fe-42c6-bde2-03e8526a0d52,Tortoise
1. What are you looking for?,34a9c1a7-06fe-42c6-bde2-03e8526a0d52,Women's Styles
5. When was your last eye exam?,34f80f08-c464-4252-b195-ae65a9c90d1e,1-3 Years
4. Which colors do you like?,34f80f08-c464-4252-b195-ae65a9c90d1e,Neutral
2. What's your fit?,34f80f08-c464-4252-b195-ae65a9c90d1e,Narrow
1. What are you looking for?,34f80f08-c464-4252-b195-ae65a9c90d1e,Men's Styles
3. How old are you?,34f80f08-c464-4252-b195-ae65a9c90d1e,Square
1. What are you looking for?,351e7c4c-ec3e-40bd-beda-0e5cdca2fbae,I'm not sure. Let's skip it.
2. What's your fit?,351e7c4c-ec3e-40bd-beda-0e5cdca2fbae,Wide
1. What are you looking for?,356f95ff-3baf-4040-ba8e-138f8c78eaec,Women's Styles
2. What's your fit?,356f95ff-3baf-4040-ba8e-138f8c78eaec,Wide
4. Which colors do you like?,35cb06a1-dba4-49f0-9b31-2e95f6e845f5,Black
1. What are you looking for?,35cb06a1-dba4-49f0-9b31-2e95f6e845f5,Men's Styles
3. How old are you?,35cb06a1-dba4-49f0-9b31-2e95f6e845f5,Rectangular
5. When was your last eye exam?,35cb06a1-dba4-49f0-9b31-2e95f6e845f5,1-3 Years
2. What's your fit?,35cb06a1-dba4-49f0-9b31-2e95f6e845f5,Narrow
5. When was your last eye exam?,379778cc-520a-4a8e-b454-2bf7662e255b,1-3 Years
2. What's your fit?,379778cc-520a-4a8e-b454-2bf7662e255b,Medium
1. What are you looking for?,379778cc-520a-4a8e-b454-2bf7662e255b,Men's Styles
3. How old are you?,379778cc-520a-4a8e-b454-2bf7662e255b,Round
4. Which colors do you like?,379778cc-520a-4a8e-b454-2bf7662e255b,Crystal
2. What's your fit?,37e05ec5-54fa-40f7-b2a7-4ea1e0aa8c89,Narrow
4. Which colors do you like?,37e05ec5-54fa-40f7-b2a7-4ea1e0aa8c89,Crystal
3. How old are you?,37e05ec5-54fa-40f7-b2a7-4ea1e0aa8c89,No Preference
5. When was your last eye exam?,37e05ec5-54fa-40f7-b2a7-4ea1e0aa8c89,3+ Years
1. What are you looking for?,37e05ec5-54fa-40f7-b2a7-4ea1e0aa8c89,Women's Styles
5. When was your last eye exam?,38247913-9836-4ac6-9315-16d4aaba7873,Not Sure. Let's Skip It
3. How old are you?,38247913-9836-4ac6-9315-16d4aaba7873,Square
4. Which colors do you like?,38247913-9836-4ac6-9315-16d4aaba7873,Neutral
1. What are you looking for?,38247913-9836-4ac6-9315-16d4aaba7873,Women's Styles
2. What's your fit?,38247913-9836-4ac6-9315-16d4aaba7873,Narrow
1. What are you looking for?,389ca630-d168-4350-af39-392bff182d1f,Women's Styles
2. What's your fit?,389ca630-d168-4350-af39-392bff182d1f,Medium
4. Which colors do you like?,396c8fb8-5570-4db3-bc43-9e603fe2205f,Tortoise
2. What's your fit?,396c8fb8-5570-4db3-bc43-9e603fe2205f,I'm not sure. Let's skip it.
1. What are you looking for?,396c8fb8-5570-4db3-bc43-9e603fe2205f,Men's Styles
5. When was your last eye exam?,396c8fb8-5570-4db3-bc43-9e603fe2205f,<1 Year
3. How old are you?,396c8fb8-5570-4db3-bc43-9e603fe2205f,Square
1. What are you looking for?,39c3a66e-3de4-4f68-8ab5-f19f0434f4e0,Women's Styles
4. Which colors do you like?,39c3a66e-3de4-4f68-8ab5-f19f0434f4e0,Tortoise
3. How old are you?,39c3a66e-3de4-4f68-8ab5-f19f0434f4e0,Round
2. What's your fit?,39c3a66e-3de4-4f68-8ab5-f19f0434f4e0,Narrow
5. When was your last eye exam?,39c3a66e-3de4-4f68-8ab5-f19f0434f4e0,1-3 Years
2. What's your fit?,3a677225-f57e-4687-a011-daa062683c94,Medium
3. How old are you?,3a677225-f57e-4687-a011-daa062683c94,Square
4. Which colors do you like?,3a677225-f57e-4687-a011-daa062683c94,Neutral
1. What are you looking for?,3a677225-f57e-4687-a011-daa062683c94,Men's Styles
5. When was your last eye exam?,3b1add54-6669-44d6-bde1-0c1ca176847e,3+ Years
3. How old are you?,3b1add54-6669-44d6-bde1-0c1ca176847e,Square
2. What's your fit?,3b1add54-6669-44d6-bde1-0c1ca176847e,Narrow
1. What are you looking for?,3b1add54-6669-44d6-bde1-0c1ca176847e,Men's Styles
4. Which colors do you like?,3b1add54-6669-44d6-bde1-0c1ca176847e,Neutral
3. How old are you?,3c20d554-b7e3-4aa0-9798-45ccee602739,Rectangular
5. When was your last eye exam?,3c20d554-b7e3-4aa0-9798-45ccee602739,<1 Year
4. Which colors do you like?,3c20d554-b7e3-4aa0-9798-45ccee602739,Two-Tone
1. What are you looking for?,3c20d554-b7e3-4aa0-9798-45ccee602739,Men's Styles
2. What's your fit?,3c20d554-b7e3-4aa0-9798-45ccee602739,Narrow
1. What are you looking for?,3c813cf7-a29e-4624-b058-99c17418bb36,Women's Styles
2. What's your fit?,3c813cf7-a29e-4624-b058-99c17418bb36,Narrow
2. What's your fit?,3c9ee2f8-8a79-4198-9d96-5024ccf7f7b1,Medium
5. When was your last eye exam?,3c9ee2f8-8a79-4198-9d96-5024ccf7f7b1,3+ Years
4. Which colors do you like?,3c9ee2f8-8a79-4198-9d96-5024ccf7f7b1,Tortoise
1. What are you looking for?,3c9ee2f8-8a79-4198-9d96-5024ccf7f7b1,Women's Styles
3. How old are you?,3c9ee2f8-8a79-4198-9d96-5024ccf7f7b1,Rectangular
1. What are you looking for?,3ca5a113-4908-4f0c-b6cb-707025ffd389,Women's Styles
4. Which colors do you like?,3ca5a113-4908-4f0c-b6cb-707025ffd389,Black
5. When was your last eye exam?,3ca5a113-4908-4f0c-b6cb-707025ffd389,1-3 Years
3. How old are you?,3ca5a113-4908-4f0c-b6cb-707025ffd389,Square
2. What's your fit?,3ca5a113-4908-4f0c-b6cb-707025ffd389,Narrow
1. What are you looking for?,3d529e9d-695d-4bf0-bb73-c7e0612aa395,Men's Styles
5. When was your last eye exam?,3d529e9d-695d-4bf0-bb73-c7e0612aa395,3+ Years
2. What's your fit?,3d529e9d-695d-4bf0-bb73-c7e0612aa395,Medium
3. How old are you?,3d529e9d-695d-4bf0-bb73-c7e0612aa395,No Preference
4. Which colors do you like?,3d529e9d-695d-4bf0-bb73-c7e0612aa395,Black
2. What's your fit?,3eedec30-8b2a-4825-8794-818752ac363d,Wide
3. How old are you?,3eedec30-8b2a-4825-8794-818752ac363d,Square
4. Which colors do you like?,3eedec30-8b2a-4825-8794-818752ac363d,Two-Tone
1. What are you looking for?,3eedec30-8b2a-4825-8794-818752ac363d,Women's Styles
5. When was your last eye exam?,3f15b994-ce0a-4ead-8178-f05db78180c7,<1 Year
1. What are you looking for?,3f15b994-ce0a-4ead-8178-f05db78180c7,Women's Styles
2. What's your fit?,3f15b994-ce0a-4ead-8178-f05db78180c7,Narrow
3. How old are you?,3f15b994-ce0a-4ead-8178-f05db78180c7,Rectangular
4. Which colors do you like?,3f15b994-ce0a-4ead-8178-f05db78180c7,Black
1. What are you looking for?,3f9a1c1c-586f-4c15-9c27-5132a0632dbe,I'm not sure. Let's skip it.
4. Which colors do you like?,3f9a1c1c-586f-4c15-9c27-5132a0632dbe,Black
3. How old are you?,3f9a1c1c-586f-4c15-9c27-5132a0632dbe,Round
2. What's your fit?,3f9a1c1c-586f-4c15-9c27-5132a0632dbe,Wide
3. How old are you?,3fce7e4b-be04-4fae-815f-51045887f883,Rectangular
2. What's your fit?,3fce7e4b-be04-4fae-815f-51045887f883,Narrow
4. Which colors do you like?,3fce7e4b-be04-4fae-815f-51045887f883,Crystal
1. What are you looking for?,3fce7e4b-be04-4fae-815f-51045887f883,Men's Styles
5. When was your last eye exam?,3fce7e4b-be04-4fae-815f-51045887f883,<1 Year
1. What are you looking for?,3fd9a756-e2ad-40d1-a81c-b463dea06277,Men's Styles
2. What's your fit?,3fd9a756-e2ad-40d1-a81c-b463dea06277,Wide
3. How old are you?,3fd9a756-e2ad-40d1-a81c-b463dea06277,Square
5. When was your last eye exam?,3fd9a756-e2ad-40d1-a81c-b463dea06277,<1 Year
4. Which colors do you like?,3fd9a756-e2ad-40d1-a81c-b463dea06277,Tortoise
1. What are you looking for?,4066ad31-c25a-4194-9108-303c6d55580e,Men's Styles
2. What's your fit?,409ab7cd-8cd3-41b9-ae49-62c507fead18,Narrow
1. What are you looking for?,409ab7cd-8cd3-41b9-ae49-62c507fead18,Men's Styles
2. What's your fit?,40ed1858-b0f1-4bbb-ace9-75b4cd805418,Narrow
4. Which colors do you like?,40ed1858-b0f1-4bbb-ace9-75b4cd805418,Black
1. What are you looking for?,40ed1858-b0f1-4bbb-ace9-75b4cd805418,Men's Styles
3. How old are you?,40ed1858-b0f1-4bbb-ace9-75b4cd805418,Rectangular
3. How old are you?,41fb3266-ad84-4130-b8b1-e2e30b1e8c6b,Round
1. What are you looking for?,41fb3266-ad84-4130-b8b1-e2e30b1e8c6b,Women's Styles
2. What's your fit?,41fb3266-ad84-4130-b8b1-e2e30b1e8c6b,Medium
4. Which colors do you like?,41fb3266-ad84-4130-b8b1-e2e30b1e8c6b,Crystal
1. What are you looking for?,431fc53b-c356-4151-8960-d91cd39e5bf6,Men's Styles
2. What's your fit?,431fc53b-c356-4151-8960-d91cd39e5bf6,Narrow
5. When was your last eye exam?,439fc3ca-fff8-4424-ab12-8810b480744c,Not Sure. Let's Skip It
1. What are you looking for?,439fc3ca-fff8-4424-ab12-8810b480744c,Women's Styles
4. Which colors do you like?,439fc3ca-fff8-4424-ab12-8810b480744c,Two-Tone
2. What's your fit?,439fc3ca-fff8-4424-ab12-8810b480744c,Narrow
3. How old are you?,439fc3ca-fff8-4424-ab12-8810b480744c,Round
1. What are you looking for?,43cb9bb4-e9f1-4328-b7ba-9582c216529b,Women's Styles
4. Which colors do you like?,43cb9bb4-e9f1-4328-b7ba-9582c216529b,Crystal
2. What's your fit?,43cb9bb4-e9f1-4328-b7ba-9582c216529b,Narrow
3. How old are you?,43cb9bb4-e9f1-4328-b7ba-9582c216529b,Round
5. When was your last eye exam?,43cb9bb4-e9f1-4328-b7ba-9582c216529b,3+ Years
1. What are you looking for?,44f60dfb-e6a8-4150-8500-dc18e8045f6e,Men's Styles
5. When was your last eye exam?,44f60dfb-e6a8-4150-8500-dc18e8045f6e,<1 Year
2. What's your fit?,44f60dfb-e6a8-4150-8500-dc18e8045f6e,Wide
3. How old are you?,44f60dfb-e6a8-4150-8500-dc18e8045f6e,Square
4. Which colors do you like?,44f60dfb-e6a8-4150-8500-dc18e8045f6e,Two-Tone
1. What are you looking for?,4572d8af-7ea3-4652-92e9-b0df97d20460,Women's Styles
2. What's your fit?,4572d8af-7ea3-4652-92e9-b0df97d20460,Narrow
5. When was your last eye exam?,466bcac9-05b7-46d8-9e50-2d2d581c106b,<1 Year
2. What's your fit?,466bcac9-05b7-46d8-9e50-2d2d581c106b,Medium
3. How old are you?,466bcac9-05b7-46d8-9e50-2d2d581c106b,Rectangular
4. Which colors do you like?,466bcac9-05b7-46d8-9e50-2d2d581c106b,Tortoise
1. What are you looking for?,466bcac9-05b7-46d8-9e50-2d2d581c106b,Women's Styles
3. How old are you?,46b64e70-736a-4cce-a5a3-adc360dc0582,Rectangular
2. What's your fit?,46b64e70-736a-4cce-a5a3-adc360dc0582,Medium
1. What are you looking for?,46b64e70-736a-4cce-a5a3-adc360dc0582,Men's Styles
4. Which colors do you like?,46b64e70-736a-4cce-a5a3-adc360dc0582,Crystal
2. What's your fit?,46e7abc2-5821-4535-9d3b-0d4aa06094e1,Medium
1. What are you looking for?,46e7abc2-5821-4535-9d3b-0d4aa06094e1,I'm not sure. Let's skip it.
1. What are you looking for?,475f9c07-c208-408d-b50d-0224352aa797,I'm not sure. Let's skip it.
5. When was your last eye exam?,475f9c07-c208-408d-b50d-0224352aa797,3+ Years
4. Which colors do you like?,475f9c07-c208-408d-b50d-0224352aa797,Tortoise
3. How old are you?,475f9c07-c208-408d-b50d-0224352aa797,Square
2. What's your fit?,475f9c07-c208-408d-b50d-0224352aa797,Medium
4. Which colors do you like?,484024fb-cee2-452d-9486-daad71ced993,Tortoise
1. What are you looking for?,484024fb-cee2-452d-9486-daad71ced993,Women's Styles
3. How old are you?,484024fb-cee2-452d-9486-daad71ced993,Square
5. When was your last eye exam?,484024fb-cee2-452d-9486-daad71ced993,1-3 Years
2. What's your fit?,484024fb-cee2-452d-9486-daad71ced993,Medium
1. What are you looking for?,488f5d5e-34d7-4318-a938-77806fa1c9ac,Women's Styles
2. What's your fit?,488f5d5e-34d7-4318-a938-77806fa1c9ac,Narrow
2. What's your fit?,48bd4651-7f07-4cab-9cc8-4fc75fe7be56,Narrow
5. When was your last eye exam?,48bd4651-7f07-4cab-9cc8-4fc75fe7be56,1-3 Years
3. How old are you?,48bd4651-7f07-4cab-9cc8-4fc75fe7be56,Rectangular
1. What are you looking for?,48bd4651-7f07-4cab-9cc8-4fc75fe7be56,Men's Styles
4. Which colors do you like?,48bd4651-7f07-4cab-9cc8-4fc75fe7be56,Tortoise
4. Which colors do you like?,49734521-94e5-4733-9b98-1d55813e3bd6,Black
2. What's your fit?,49734521-94e5-4733-9b98-1d55813e3bd6,Narrow
3. How old are you?,49734521-94e5-4733-9b98-1d55813e3bd6,Rectangular
5. When was your last eye exam?,49734521-94e5-4733-9b98-1d55813e3bd6,3+ Years
1. What are you looking for?,49734521-94e5-4733-9b98-1d55813e3bd6,Women's Styles
1. What are you looking for?,497e96e5-fee4-4656-9a1a-fe5ff5a3478f,I'm not sure. Let's skip it.
2. What's your fit?,497e96e5-fee4-4656-9a1a-fe5ff5a3478f,Narrow
4. Which colors do you like?,497e96e5-fee4-4656-9a1a-fe5ff5a3478f,Tortoise
3. How old are you?,497e96e5-fee4-4656-9a1a-fe5ff5a3478f,Square
5. When was your last eye exam?,497e96e5-fee4-4656-9a1a-fe5ff5a3478f,<1 Year
1. What are you looking for?,4a0853e4-b9d8-4961-bbd2-8f55cc17dbe2,Men's Styles
5. When was your last eye exam?,4a1fca4b-3450-4cc5-967d-44cd163602a9,<1 Year
4. Which colors do you like?,4a1fca4b-3450-4cc5-967d-44cd163602a9,Neutral
1. What are you looking for?,4a1fca4b-3450-4cc5-967d-44cd163602a9,Women's Styles
3. How old are you?,4a1fca4b-3450-4cc5-967d-44cd163602a9,Rectangular
2. What's your fit?,4a1fca4b-3450-4cc5-967d-44cd163602a9,Wide
1. What are you looking for?,4a23c0bc-cbba-4b75-84c6-6e6ca19a9d82,Women's Styles
5. When was your last eye exam?,4a23c0bc-cbba-4b75-84c6-6e6ca19a9d82,3+ Years
4. Which colors do you like?,4a23c0bc-cbba-4b75-84c6-6e6ca19a9d82,Tortoise
3. How old are you?,4a23c0bc-cbba-4b75-84c6-6e6ca19a9d82,Square
2. What's your fit?,4a23c0bc-cbba-4b75-84c6-6e6ca19a9d82,Wide
3. How old are you?,4a69ade4-1b74-4305-9ae9-7147cbe569db,Square
4. Which colors do you like?,4a69ade4-1b74-4305-9ae9-7147cbe569db,Crystal
2. What's your fit?,4a69ade4-1b74-4305-9ae9-7147cbe569db,Medium
1. What are you looking for?,4a69ade4-1b74-4305-9ae9-7147cbe569db,Men's Styles
3. How old are you?,4ab28b17-84de-4cd5-aa73-e9a76cc9a08e,Square
5. When was your last eye exam?,4ab28b17-84de-4cd5-aa73-e9a76cc9a08e,<1 Year
4. Which colors do you like?,4ab28b17-84de-4cd5-aa73-e9a76cc9a08e,Tortoise
2. What's your fit?,4ab28b17-84de-4cd5-aa73-e9a76cc9a08e,Wide
1. What are you looking for?,4ab28b17-84de-4cd5-aa73-e9a76cc9a08e,Men's Styles
3. How old are you?,4ae5d00c-e13b-4025-875a-f438cb0cdb98,Rectangular
2. What's your fit?,4ae5d00c-e13b-4025-875a-f438cb0cdb98,I'm not sure. Let's skip it.
4. Which colors do you like?,4ae5d00c-e13b-4025-875a-f438cb0cdb98,Black
5. When was your last eye exam?,4ae5d00c-e13b-4025-875a-f438cb0cdb98,Not Sure. Let's Skip It
1. What are you looking for?,4ae5d00c-e13b-4025-875a-f438cb0cdb98,Men's Styles
5. When was your last eye exam?,4b0edb59-cad7-4da4-a6dc-a868cb332dbe,<1 Year
3. How old are you?,4b0edb59-cad7-4da4-a6dc-a868cb332dbe,Rectangular
1. What are you looking for?,4b0edb59-cad7-4da4-a6dc-a868cb332dbe,Women's Styles
2. What's your fit?,4b0edb59-cad7-4da4-a6dc-a868cb332dbe,Narrow
4. Which colors do you like?,4b0edb59-cad7-4da4-a6dc-a868cb332dbe,Tortoise
3. How old are you?,4c027e0f-e4c2-4dfb-9aff-7f2a6520419d,Square
4. Which colors do you like?,4c027e0f-e4c2-4dfb-9aff-7f2a6520419d,Black
2. What's your fit?,4c027e0f-e4c2-4dfb-9aff-7f2a6520419d,Medium
1. What are you looking for?,4c027e0f-e4c2-4dfb-9aff-7f2a6520419d,Women's Styles
5. When was your last eye exam?,4c7c93d0-1812-4e87-8d49-1e30dd202a6f,<1 Year
3. How old are you?,4c7c93d0-1812-4e87-8d49-1e30dd202a6f,Square
2. What's your fit?,4c7c93d0-1812-4e87-8d49-1e30dd202a6f,Narrow
4. Which colors do you like?,4c7c93d0-1812-4e87-8d49-1e30dd202a6f,Neutral
1. What are you looking for?,4c7c93d0-1812-4e87-8d49-1e30dd202a6f,Men's Styles
4. Which colors do you like?,4d355d7d-6fdc-4ed2-9601-a0e5eb7e8c3f,Tortoise
2. What's your fit?,4d355d7d-6fdc-4ed2-9601-a0e5eb7e8c3f,Medium
3. How old are you?,4d355d7d-6fdc-4ed2-9601-a0e5eb7e8c3f,Rectangular
1. What are you looking for?,4d355d7d-6fdc-4ed2-9601-a0e5eb7e8c3f,Men's Styles
5. When was your last eye exam?,4d355d7d-6fdc-4ed2-9601-a0e5eb7e8c3f,<1 Year
1. What are you looking for?,4d4e331d-b739-4da6-b74c-089bad0e73cb,Women's Styles
4. Which colors do you like?,4d4e331d-b739-4da6-b74c-089bad0e73cb,Two-Tone
3. How old are you?,4d4e331d-b739-4da6-b74c-089bad0e73cb,Rectangular
2. What's your fit?,4d4e331d-b739-4da6-b74c-089bad0e73cb,Narrow
5. When was your last eye exam?,4d4e331d-b739-4da6-b74c-089bad0e73cb,<1 Year
2. What's your fit?,4f1e2478-ab1b-485f-8341-f6845bed1d74,Narrow
5. When was your last eye exam?,4f1e2478-ab1b-485f-8341-f6845bed1d74,<1 Year
4. Which colors do you like?,4f1e2478-ab1b-485f-8341-f6845bed1d74,Neutral
1. What are you looking for?,4f1e2478-ab1b-485f-8341-f6845bed1d74,Women's Styles
3. How old are you?,4f1e2478-ab1b-485f-8341-f6845bed1d74,Rectangular
3. How old are you?,4f7b60b2-88e7-407a-b671-aa33e6f2d4ce,Rectangular
4. Which colors do you like?,4f7b60b2-88e7-407a-b671-aa33e6f2d4ce,Black
1. What are you looking for?,4f7b60b2-88e7-407a-b671-aa33e6f2d4ce,Men's Styles
2. What's your fit?,4f7b60b2-88e7-407a-b671-aa33e6f2d4ce,Medium
5. When was your last eye exam?,4f7b60b2-88e7-407a-b671-aa33e6f2d4ce,<1 Year
3. How old are you?,4fa98651-a290-42b3-b9c8-2edde8aca428,Rectangular
1. What are you looking for?,4fa98651-a290-42b3-b9c8-2edde8aca428,Men's Styles
4. Which colors do you like?,4fa98651-a290-42b3-b9c8-2edde8aca428,Crystal
2. What's your fit?,4fa98651-a290-42b3-b9c8-2edde8aca428,Narrow
5. When was your last eye exam?,4fa98651-a290-42b3-b9c8-2edde8aca428,<1 Year
2. What's your fit?,50b9963c-becc-4eaf-9b73-88fd8aaffa37,Medium
5. When was your last eye exam?,50b9963c-becc-4eaf-9b73-88fd8aaffa37,<1 Year
3. How old are you?,50b9963c-becc-4eaf-9b73-88fd8aaffa37,Rectangular
1. What are you looking for?,50b9963c-becc-4eaf-9b73-88fd8aaffa37,Women's Styles
4. Which colors do you like?,50b9963c-becc-4eaf-9b73-88fd8aaffa37,Tortoise
1. What are you looking for?,50d61205-166d-4025-a90d-63cc56606fd6,Women's Styles
2. What's your fit?,50d61205-166d-4025-a90d-63cc56606fd6,Narrow
3. How old are you?,51892da0-119b-4b67-85ce-f3575239c844,Rectangular
2. What's your fit?,51892da0-119b-4b67-85ce-f3575239c844,Wide
1. What are you looking for?,51892da0-119b-4b67-85ce-f3575239c844,Women's Styles
4. Which colors do you like?,51892da0-119b-4b67-85ce-f3575239c844,Two-Tone
1. What are you looking for?,51d62697-ad2c-4b66-a443-a7d835e22978,Men's Styles
2. What's your fit?,51d62697-ad2c-4b66-a443-a7d835e22978,Narrow
2. What's your fit?,5264c184-1c44-4a60-b04e-7da7e7ddec42,Medium
3. How old are you?,5264c184-1c44-4a60-b04e-7da7e7ddec42,Square
4. Which colors do you like?,5264c184-1c44-4a60-b04e-7da7e7ddec42,Black
1. What are you looking for?,5264c184-1c44-4a60-b04e-7da7e7ddec42,Women's Styles
5. When was your last eye exam?,5264c184-1c44-4a60-b04e-7da7e7ddec42,3+ Years
4. Which colors do you like?,52fc4f1b-e3b2-40fc-ab76-17471f097575,Tortoise
3. How old are you?,52fc4f1b-e3b2-40fc-ab76-17471f097575,Rectangular
1. What are you looking for?,52fc4f1b-e3b2-40fc-ab76-17471f097575,Men's Styles
5. When was your last eye exam?,52fc4f1b-e3b2-40fc-ab76-17471f097575,3+ Years
2. What's your fit?,52fc4f1b-e3b2-40fc-ab76-17471f097575,Wide
1. What are you looking for?,53523d49-63f3-4aaa-9fdf-7790c43231af,Women's Styles
5. When was your last eye exam?,53523d49-63f3-4aaa-9fdf-7790c43231af,<1 Year
3. How old are you?,53523d49-63f3-4aaa-9fdf-7790c43231af,Square
2. What's your fit?,53523d49-63f3-4aaa-9fdf-7790c43231af,Wide
4. Which colors do you like?,53523d49-63f3-4aaa-9fdf-7790c43231af,Black
1. What are you looking for?,53c41a15-7184-4144-bf09-5a3e16281306,Men's Styles
2. What's your fit?,53c41a15-7184-4144-bf09-5a3e16281306,Medium
4. Which colors do you like?,543f40dc-8f3e-4987-bc0d-74faef7c6812,Tortoise
3. How old are you?,543f40dc-8f3e-4987-bc0d-74faef7c6812,Square
2. What's your fit?,543f40dc-8f3e-4987-bc0d-74faef7c6812,Wide
1. What are you looking for?,543f40dc-8f3e-4987-bc0d-74faef7c6812,Men's Styles
5. When was your last eye exam?,54945de3-b176-4dd2-8839-d713ab724ca2,<1 Year
4. Which colors do you like?,54945de3-b176-4dd2-8839-d713ab724ca2,Black
3. How old are you?,54945de3-b176-4dd2-8839-d713ab724ca2,Square
1. What are you looking for?,54945de3-b176-4dd2-8839-d713ab724ca2,Men's Styles
2. What's your fit?,54945de3-b176-4dd2-8839-d713ab724ca2,Medium
4. Which colors do you like?,5590c603-f23a-48a6-9726-8a262cdf908e,Crystal
3. How old are you?,5590c603-f23a-48a6-9726-8a262cdf908e,Rectangular
5. When was your last eye exam?,5590c603-f23a-48a6-9726-8a262cdf908e,<1 Year
2. What's your fit?,5590c603-f23a-48a6-9726-8a262cdf908e,Wide
